collection_date,collection_time,station_id,station_name,train_category,train_number,train_operator,train_to,departure_date,departure_time,arrival_date,arrival_time,departure_timestamp,arrival_timestamp,delay,platform,prognosis_departure,prognosis_arrival,prognosis_platform,capacity1st,capacity2nd,board_type,request_time,request_date
2025-04-06,15:59:46,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-03,11:58:00,,,11:58:00,,,10,,,,,,arrival,12:00,2025-01-03
2025-04-06,15:59:46,8505000,Luzern,S,4,ZB,Stans,2025-01-03,12:01:00,,,12:01:00,,,14,,,,,,arrival,12:00,2025-01-03
2025-04-06,15:59:46,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-03,12:01:00,,,12:01:00,,,5,,,,,,arrival,12:00,2025-01-03
2025-04-06,15:59:46,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-03,12:58:00,,,12:58:00,,,10,,,,,,arrival,13:00,2025-01-03
2025-04-06,15:59:46,8505000,Luzern,S,4,ZB,Stans,2025-01-03,13:01:00,,,13:01:00,,,14,,,,,,arrival,13:00,2025-01-03
2025-04-06,15:59:46,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-03,13:01:00,,,13:01:00,,,4,,,,,,arrival,13:00,2025-01-03
2025-04-06,15:59:47,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-03,13:58:00,,,13:58:00,,,10,,,,,,arrival,14:00,2025-01-03
2025-04-06,15:59:47,8505000,Luzern,S,4,ZB,Stans,2025-01-03,14:01:00,,,14:01:00,,,14,,,,,,arrival,14:00,2025-01-03
2025-04-06,15:59:47,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-03,14:01:00,,,14:01:00,,,4,,,,,,arrival,14:00,2025-01-03
2025-04-06,15:59:47,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-03,14:58:00,,,14:58:00,,,10,,,,,,arrival,15:00,2025-01-03
2025-04-06,15:59:47,8505000,Luzern,S,4,ZB,Stans,2025-01-03,15:01:00,,,15:01:00,,,14,,,,,,arrival,15:00,2025-01-03
2025-04-06,15:59:47,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-03,15:01:00,,,15:01:00,,,3,,,,,,arrival,15:00,2025-01-03
2025-04-06,15:59:47,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-03,15:58:00,,,15:58:00,,,10,,,,,,arrival,16:00,2025-01-03
2025-04-06,15:59:47,8505000,Luzern,S,4,ZB,Stans,2025-01-03,16:01:00,,,16:01:00,,,15,,,,,,arrival,16:00,2025-01-03
2025-04-06,15:59:47,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-03,16:01:00,,,16:01:00,,,4,,,,,,arrival,16:00,2025-01-03
2025-04-06,15:59:47,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-03,16:58:00,,,16:58:00,,,10,,,,,,arrival,17:00,2025-01-03
2025-04-06,15:59:47,8505000,Luzern,S,4,ZB,Stans,2025-01-03,17:01:00,,,17:01:00,,,15,,,,,,arrival,17:00,2025-01-03
2025-04-06,15:59:47,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-03,17:01:00,,,17:01:00,,,4,,,,,,arrival,17:00,2025-01-03
2025-04-06,15:59:47,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-03,17:58:00,,,17:58:00,,,10,,,,,,arrival,18:00,2025-01-03
2025-04-06,15:59:47,8505000,Luzern,S,4,ZB,Stans,2025-01-03,18:01:00,,,18:01:00,,,15,,,,,,arrival,18:00,2025-01-03
2025-04-06,15:59:47,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-03,18:01:00,,,18:01:00,,,6,,,,,,arrival,18:00,2025-01-03
2025-04-06,15:59:48,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-03,18:58:00,,,18:58:00,,,10,,,,,,arrival,19:00,2025-01-03
2025-04-06,15:59:48,8505000,Luzern,S,4,ZB,Stans,2025-01-03,19:01:00,,,19:01:00,,,14,,,,,,arrival,19:00,2025-01-03
2025-04-06,15:59:48,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-03,19:01:00,,,19:01:00,,,4,,,,,,arrival,19:00,2025-01-03
2025-04-06,15:59:48,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-03,19:58:00,,,19:58:00,,,10,,,,,,arrival,20:00,2025-01-03
2025-04-06,15:59:48,8505000,Luzern,S,4,ZB,Stans,2025-01-03,20:01:00,,,20:01:00,,,14,,,,,,arrival,20:00,2025-01-03
2025-04-06,15:59:48,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-03,20:01:00,,,20:01:00,,,6,,,,,,arrival,20:00,2025-01-03
2025-04-06,15:59:48,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-03,20:58:00,,,20:58:00,,,10,,,,,,arrival,21:00,2025-01-03
2025-04-06,15:59:48,8505000,Luzern,S,4,ZB,Stans,2025-01-03,21:01:00,,,21:01:00,,,14,,,,,,arrival,21:00,2025-01-03
2025-04-06,15:59:48,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-03,21:01:00,,,21:01:00,,,7,,,,,,arrival,21:00,2025-01-03
2025-04-06,15:59:48,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-03,21:58:00,,,21:58:00,,,9,,,,,,arrival,22:00,2025-01-03
2025-04-06,15:59:48,8505000,Luzern,S,4,ZB,Stans,2025-01-03,22:01:00,,,22:01:00,,,14,,,,,,arrival,22:00,2025-01-03
2025-04-06,15:59:48,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-03,22:01:00,,,22:01:00,,,4,,,,,,arrival,22:00,2025-01-03
